paper_id,year,volume,issue,batch_id,title,first_author,n_authors,pages,doi,record_type,formalism,citation_integrity,structural_integrity,artifact_availability,intellectual_integrity,composite,final,classification,disqualified,flags
roman2025,2025,28,1,2025-v28-n1,Higher-Order Model-Free Control Tuned by Fictitious Reference Iterative Tuning for 3D Cranes,Raul-Cristian Roman,3,89-102,,research,80,90,90,70,86.0,82.0,82.0,STRONG,False,
karadeniz2025,2025,28,1,2025-v28-n1,Mobile Robot Environment Representation Through Fuzzy Signatures-Integrated Quadtrees,Ahmet Mehmet Karadeniz,3,103-116,,research,75,90,85,60,82.75,77.06,77.06,ADEQUATE,False,
muller2025_editorial,2025,28,2,2025-v28-n2,"Editorial: Special Issue on Topics in Semiconductors, Integrated Circuits, Sensors",Raluca Muller,2,119-124,,research,100,100,100,100,100.0,100.0,100.0,STRONG,False,
bunea2025,2025,28,2,2025-v28-n2,Measurement of Electromagnetic Feedthrough in Spin Wave Based Microwave Multiport Devices,Alina-Cristina Bunea,6,125-137,10.59277/ROMJIST.2025.2.01,research,80,90,90,70,86.0,82.0,82.0,STRONG,False,
bonev2025,2025,28,2,2025-v28-n2,Inclusion of Mechanical Stress Effects in a Compact MOSFET Model,Nikolay Bonev,3,138-149,10.59277/ROMJIST.2025.2.02,research,80,90,90,60,86.0,79.5,79.5,ADEQUATE,False,
moise2025,2025,28,2,2025-v28-n2,Circuit Techniques for Enhancing Output Current Accuracy in Floating Gate Drivers,Vlad Moise,3,150-160,10.59277/ROMJIST.2025.2.03,research,75,90,90,70,84.0,80.5,80.5,STRONG,False,
sdrulla2025,2025,28,2,2025-v28-n2,The Force Extraction Concept with Application to Power IGBTs,Dumitru Sdrulla,8,161-172,10.59277/ROMJIST.2025.2.04,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
bulzan2025,2025,28,2,2025-v28-n2,Separation of Different Orbital Angular Momentum Photon States with Log-pol Transformation,George Andrei Bulzan,5,173-184,10.59277/ROMJIST.2025.2.05,research,80,90,85,70,84.75,81.06,81.06,STRONG,False,
alabdullah2025,2025,28,2,2025-v28-n2,Impact of Scaling and Interface Roughness on Drain Current in Nanosheet and Nanowire FETs: A 3D Monte Carlo Analysis,Murad Alabdullah,4,185-196,10.59277/ROMJIST.2025.2.06,research,85,90,90,50,88.0,78.5,78.5,ADEQUATE,False,
dumitru2025,2025,28,2,2025-v28-n2,Design Space Exploration of Current-Starved Ring Oscillators Based on Graphene Nanoribbons,Florin-Silviu Dumitru,5,197-209,10.59277/ROMJIST.2025.2.07,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
calinescu2025,2025,28,2,2025-v28-n2,An Area-Optimized Digitally-Assisted DAC Employing a Matrix-Based DEM Scheme,Alex Calinescu,3,210-222,10.59277/ROMJIST.2025.2.08,research,75,90,90,60,84.0,78.0,78.0,ADEQUATE,False,
popescu2025,2025,28,2,2025-v28-n2,First and Second Order Digital Circuits with Neuronal Models under Pulses Train Stimulus,Mihai Popescu,3,223-232,10.59277/ROMJIST.2025.2.09,research,70,85,85,60,79.0,74.25,74.25,ADEQUATE,False,
medinceanu2025,2025,28,2,2025-v28-n2,GaN Bootstrapped Logic Gates Analytical Modeling and Design Insights,Paul-Catalin Medinceanu,2,233-244,10.59277/ROMJIST.2025.2.10,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
vatavu2025,2025,28,3,2025-v28-n3,Conducting Human-Computer Interaction Scientific Experiments in Extreme Environments: Insights from Analog Mars Missions,Radu-Daniel Vatavu,7,247-259,10.59277/ROMJIST.2025.3.01,research,75,90,90,60,84.0,78.0,78.0,ADEQUATE,False,
zavadskas2025,2025,28,3,2025-v28-n3,Intelligent Expert Systems Using Molecular Fuzzy Genetic Algorithms and Multi-Objective Particle Swarm Optimization for Circular-Oriented Project Investments,Edmundas Kazimieras Zavadskas,4,260-273,10.59277/ROMJIST.2025.3.02,research,75,85,85,40,81.0,70.75,70.75,ADEQUATE,False,
milicevic2025,2025,28,3,2025-v28-n3,Design of a Microcomputer for Controlling a Servo System for Cutting Steel Pipes,Miroslav S. Milicevic,2,274-285,10.59277/ROMJIST.2025.3.03,research,75,90,85,60,82.75,77.06,77.06,ADEQUATE,False,
casquilho2025,2025,28,3,2025-v28-n3,Effect of Random Variation of the Initial Values of Ordinary Differential Equations and its Web-based Application to Chemical Kinetics,Miguel Casquilho,3,286-298,10.59277/ROMJIST.2025.3.04,research,80,90,90,80,86.0,84.5,84.5,STRONG,False,
precup2025,2025,28,3,2025-v28-n3,"Problem Setting for Trajectory Planning and Cruise Control of a Connected Autonomous Electric Bus in Intersection Scenarios with Human-Driven Vehicles to Optimize Energy, Comfort and Tracking",Radu-Emil Precup,4,299-312,10.59277/ROMJIST.2025.3.05,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
balaban2025,2025,28,4,2025-v28-n4,112 Emergency Video Call Response Pipeline for Car Crashes Using Computer Vision and Natural Language Processing,Beatrix-May Balaban,3,315-326,10.59277/ROMJIST.2025.4.01,research,70,90,85,60,80.75,75.56,75.56,ADEQUATE,False,
meng2025,2025,28,4,2025-v28-n4,Deep Reinforcement Learning and Metaheuristic Approaches to Maximize Downlink Sum-Rate for Internet of Things Systems in Non-Orthogonal Multiple Access-based Space-Air-Ground Integrated Networks,Sothearath Meng,4,327-340,10.59277/ROMJIST.2025.4.02,research,80,90,90,40,86.0,74.5,74.5,ADEQUATE,False,
li2025,2025,28,4,2025-v28-n4,Design and Simulation of Integrated Radio Frequency Transmitter for Wireless Sensor Network Applications,Zhenyao Li,4,341-352,10.59277/ROMJIST.2025.4.03,research,80,90,90,60,86.0,79.5,79.5,ADEQUATE,False,
mocanu2025,2025,28,4,2025-v28-n4,Miniaturized High Frequency Ratio Quadrature Coupler for Dual Band Wireless Systems,Iulia Andreea Mocanu,3,353-364,10.59277/ROMJIST.2025.4.04,research,85,90,90,80,88.0,86.0,86.0,STRONG,False,
teodorescu2025,2025,28,4,2025-v28-n4,AI Texts under the Etymologic Lens,Mike H. M. Teodorescu,3,365-376,10.59277/ROMJIST.2025.4.05,research,75,90,90,70,84.0,80.5,80.5,STRONG,False,
lazarescu2025,2025,28,4,2025-v28-n4,Personalized Movement Algorithms for Neural Forearm Prostheses Using Convolutional Neural Networks,Sorin Lazarescu,12,377-384,10.59277/ROMJIST.2025.4.06,research,70,85,85,70,79.0,76.75,76.75,ADEQUATE,False,
